20111122_103000,77.0011111111,79.4664948454
20111122_110000,76.9644444444,79.4267010309
20111122_113000,77.0,79.3870103093
20111122_120000,77.0177777778,79.3482474227
20111122_123000,77.0011111111,79.3122680412
20111122_130000,76.9677777778,79.2760824742
20111122_133000,76.8488888889,79.2362886598
20111122_140000,76.8911111111,79.2053608247
20111122_143000,77.0411111111,79.1734020619
20111122_150000,77.05,79.1368041237
20111122_153000,77.0566666667,79.1013402062
20111122_160000,77.0188888889,79.0692783505
20111122_163000,76.9888888889,79.0429896907
20111122_170000,76.94,79.0078350515
20111122_173000,76.8133333333,78.9621649485
20111122_180000,76.75,78.9101030928
20111122_183000,76.6311111111,78.8709278351
20111123_103000,76.3622222222,78.8207216495
20111123_110000,76.1333333333,78.7691752577
20111123_113000,75.8822222222,78.7141237113
20111123_120000,75.7988888889,78.6783505155
20111123_123000,75.7211111111,78.6471134021
20111123_130000,75.7088888889,78.6212371134
20111123_133000,75.8288888889,78.5945360825
20111123_140000,75.8888888889,78.5609278351
20111123_143000,75.8977777778,78.5269072165
20111123_150000,76.1111111111,78.4928865979
20111123_153000,76.3166666667,78.4596907216
20111123_160000,76.5255555556,78.4192783505
20111123_163000,76.5755555556,78.3915463918
20111123_170000,76.6377777778,78.3627835052
20111123_173000,76.65,78.3328865979
20111123_180000,76.65,78.2994845361
20111123_183000,76.7188888889,78.2629896907
20111124_103000,76.7633333333,78.2267010309
20111124_110000,76.7966666667,78.1889690722
20111124_113000,76.7777777778,78.1472164948
20111124_120000,76.74,78.11
20111124_123000,76.6833333333,78.0688659794
20111124_130000,76.6244444444,78.031443299
20111124_133000,76.5733333333,77.9875257732
20111124_140000,76.4711111111,77.9412371134
20111124_143000,76.3533333333,77.8931958763
20111124_150000,76.2977777778,77.8554639175
20111124_153000,76.2188888889,77.8180412371
20111124_160000,76.1477777778,77.7811340206
20111124_163000,76.1222222222,77.74
20111124_170000,76.1255555556,77.6992783505
20111124_173000,76.0922222222,77.6604123711
20111124_180000,76.0522222222,77.6222680412
20111124_183000,76.03,77.5825773196
20111125_103000,75.9955555556,77.5387628866
20111125_110000,75.8955555556,77.4988659794
20111125_113000,75.7866666667,77.4654639175
20111125_120000,75.6588888889,77.4263917526
20111125_123000,75.4711111111,77.3790721649
20111125_130000,75.2788888889,77.3362886598
20111125_133000,75.1766666667,77.3013402062
20111125_140000,75.1144444444,77.2541237113
20111125_143000,75.0222222222,77.2064948454
20111125_150000,74.9922222222,77.1510309278
20111125_153000,75.0822222222,77.0995876289
20111125_160000,75.1933333333,77.0569072165
20111125_163000,75.3255555556,77.0291752577
20111125_170000,75.5088888889,76.9958762887
20111125_173000,75.7555555556,76.9683505155
20111125_180000,75.99,76.9504123711
20111125_183000,76.36,76.9455670103
20111128_103000,76.9566666667,76.9496907216
20111128_110000,77.4655555556,76.9477319588
20111128_113000,77.8822222222,76.9489690722
20111128_120000,78.3577777778,76.9592783505
20111128_123000,78.9855555556,76.9830927835
20111128_130000,79.6444444444,77.0034020619
20111128_133000,80.2266666667,77.0208247423
20111128_140000,80.7322222222,77.0363917526
20111128_143000,81.1544444444,77.0563917526
20111128_150000,81.3433333333,77.0731958763
20111128_153000,81.6033333333,77.0913402062
20111128_160000,81.8333333333,77.1105154639
20111128_163000,81.9988888889,77.1407216495
